"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Delaware County, PA"	"42045"	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2010"	"2010"	"May, 2010"	"2010/05"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"May, 2011"	"2011/05"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"May, 2012"	"2012/05"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2013"	"2013"	"May, 2013"	"2013/05"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2013"	"2013"	"Nov., 2013"	"2013/11"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"May, 2014"	"2014/05"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"Drug-induced causes"	"D"	28	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"May, 2016"	"2016/05"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Drug-induced causes"	"D"	24	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	29	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Drug-induced causes"	"D"	24	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"May, 2017"	"2017/05"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Drug-induced causes"	"D"	29	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Drug-induced causes"	"D"	31	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Drug-induced causes"	"D"	26	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"May, 2018"	"2018/05"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Drug-induced causes"	"D"	24	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Drug-induced causes"	"D"	28	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"May, 2019"	"2019/05"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Drug-induced causes"	"D"	29	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"May, 2020 "	"2020/05"	"Drug-induced causes"	"D"	26	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	"Drug-induced causes"	"D"	31	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2017"	"2017"	"May, 2017"	"2017/05"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Drug-induced causes"	"D"	24	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"May, 2017"	"2017/05"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2018"	"2018"	"May, 2018"	"2018/05"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
